App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
SugarSync,PRODUCTIVITY,4.1,16420,3.8M,"1,000,000+",Free,0,Everyone,"May 16, 2018"
MediaFire,PRODUCTIVITY,4.1,71432,3.8M,"5,000,000+",Free,0,Everyone,"November 1, 2017"
Baby Names,PARENTING,4.5,86,2.8M,"10,000+",Free,0,Everyone,"August 3, 2018"
Zoo For Preschool Kids 3-9 Years,PARENTING,,76,8.2M,"10,000+",Free,0,Everyone,"April 24, 2018"
My baby Game (Balloon POP!),PARENTING,3.8,3614,3.3M,"1,000,000+",Free,0,Everyone,"May 28, 2018"
Arabic Alphabets,PARENTING,,34,6.2M,"10,000+",Free,0,Everyone,"January 9, 2017"
Learn the letters and words,PARENTING,,31,85M,"10,000+",Free,0,Everyone,"June 15, 2018"
Development of the child up to a year,PARENTING,4.6,1413,14M,"100,000+",Free,0,Mature 17+,"July 20, 2018"
Favorite children's songs,PARENTING,4.7,39,95M,"10,000+",Free,0,Everyone,"July 6, 2018"
Ali Baba's Farm Tutorial Kids Games,PARENTING,,36,5.5M,"5,000+",Free,0,Everyone,"May 27, 2018"
Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,"1,000,000+",Free,0,Everyone,"June 21, 2018"
Learning English for children,PARENTING,,67,15M,"50,000+",Free,0,Everyone,"April 18, 2018"
Mozart Baby Sleep,PARENTING,4.7,107,98M,"50,000+",Free,0,Teen,"July 9, 2018"
Kids Videos,PARENTING,4.1,559,6.4M,"100,000+",Free,0,Everyone,"May 20, 2018"
My baby firework,PARENTING,3.7,4976,2.8M,"1,000,000+",Free,0,Everyone,"May 28, 2018"
We learn children's verses in kindergarten,PARENTING,,3248,6.5M,"100,000+",Free,0,Everyone,"December 20, 2017"
Baby Food - Homemade Recipes,PARENTING,4.1,44,3.6M,"10,000+",Free,0,Everyone,"August 7, 2018"
My baby Phone,PARENTING,3.7,9293,2.4M,"1,000,000+",Free,0,Everyone,"May 28, 2018"
Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,3.4M,"1,000,000+",Free,0,Everyone,"June 12, 2018"
Arabic Chat - Chat,PARENTING,4.4,162,1.5M,"10,000+",Free,0,Everyone,"May 1, 2018"
BookBaby - Baby Development,PARENTING,4.6,1002,5.0M,"50,000+",Free,0,Everyone,"August 18, 2016"
Kids Craft Ideas,PARENTING,4.1,99,6.6M,"10,000+",Free,0,Everyone,"March 29, 2018"
Educational Children's Songs,PARENTING,,163,59M,"100,000+",Free,0,Everyone,"August 5, 2018"
How do I take care of my child?,PARENTING,4.8,190,6.8M,"100,000+",Free,0,Everyone,"June 24, 2018"
Baby Name Together,PARENTING,4.0,464,24M,"100,000+",Free,0,Everyone,"August 6, 2018"
White Noise for Baby,PARENTING,4.9,717,6.6M,"100,000+",Free,0,Everyone,"December 30, 2017"
Favorite Soviet cartoons,PARENTING,,63,4.9M,"10,000+",Free,0,Everyone,"May 24, 2018"
The first year of a baby's life,PARENTING,4.8,7505,9.1M,"100,000+",Free,0,Everyone,"January 7, 2017"
Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,11M,"1,000,000+",Free,0,Everyone,"July 30, 2018"
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8M,"5,000+",Free,0,Everyone,"July 10, 2018"
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,"500,000+",Free,0,Everyone,"July 24, 2018"
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,4.4M,"100,000+",Free,0,Everyone,"March 21, 2018"
PPS Online,PARENTING,4.6,37,16M,"10,000+",Free,0,Everyone,"July 9, 2018"
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,11M,"500,000+",Free,0,Everyone,"August 4, 2018"
Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9M,"10,000+",Free,0,Everyone,"April 1, 2018"
Baby Care & Tracker,PARENTING,4.1,319,11M,"100,000+",Free,0,Everyone,"July 12, 2018"
Urban Limo Taxi Simulator,PARENTING,3.8,824,53M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
Rainbow - Journal & Activities,PARENTING,4.8,6668,20M,"100,000+",Free,0,Everyone,"March 28, 2018"
Classical music for baby,PARENTING,4.8,1940,38M,"100,000+",Free,0,Everyone,"July 18, 2018"
How do I care about my child?,PARENTING,,34,4.9M,"10,000+",Free,0,Everyone,"July 3, 2018"
My Child from eDziecko.pl,PARENTING,4.5,1025,17M,"100,000+",Free,0,Everyone,"June 29, 2018"
Baby Panda Musical Genius,PARENTING,4.0,3346,37M,"1,000,000+",Free,0,Everyone,"June 15, 2018"
Baby Monitor,PARENTING,4.4,5343,5.2M,"1,000,000+",Free,0,Everyone,"March 30, 2018"
Daniel Tiger for Parents,PARENTING,4.7,247,28M,"100,000+",Free,0,Everyone,"March 19, 2018"
Voice Tables - no internet,PARENTING,,970,71M,"100,000+",Free,0,Everyone,"May 28, 2018"
Vegetable Fun,PARENTING,3.9,3182,46M,"1,000,000+",Free,0,Everyone,"June 15, 2018"
It's open.,PARENTING,4.4,1528,16M,"100,000+",Free,0,Everyone,"July 24, 2018"
Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39,18M,"10,000+",Free,0,Everyone,"October 31, 2017"
Feed Baby - Baby Tracker,PARENTING,4.5,76795,18M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
Weather forecast,WEATHER,4.8,159455,10M,"1,000,000+",Free,0,Everyone,"May 8, 2018"
Live Weather Pro,WEATHER,4.8,892,17M,"10,000+",Free,0,Everyone,"July 17, 2018"
weather - weather forecast,WEATHER,4.7,11118,9.7M,"1,000,000+",Free,0,Everyone,"April 26, 2018"
Free live weather on screen,WEATHER,4.4,15370,21M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
Weather Radar Widget,WEATHER,4.3,18194,3.2M,"1,000,000+",Free,0,Everyone,"June 28, 2017"
Weather –Simple weather forecast,WEATHER,4.4,40606,15M,"10,000,000+",Free,0,Everyone,"August 5, 2018"
Weather Crave,WEATHER,4.2,133338,44M,"5,000,000+",Free,0,Everyone,"June 26, 2018"
Klara weather,WEATHER,4.6,36900,4.8M,"500,000+",Free,0,Everyone,"July 28, 2018"
Real time Weather Forecast,WEATHER,4.4,4184,10M,"1,000,000+",Free,0,Everyone,"March 26, 2018"
METEO FRANCE,WEATHER,3.9,100994,54M,"5,000,000+",Free,0,Everyone,"July 13, 2018"
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,"5,000,000+",Free,0,Everyone,"July 3, 2018"
Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426,19M,"1,000,000+",Free,0,Everyone,"July 17, 2018"
Weather,WEATHER,4.2,18773,12M,"10,000,000+",Free,0,Everyone,"May 24, 2018"
Klart.se - Sweden's best weather,WEATHER,3.6,7623,19M,"1,000,000+",Free,0,Everyone,"July 11, 2018"
Info BMKG,WEATHER,4.3,21404,7.6M,"1,000,000+",Free,0,Everyone,"June 15, 2017"
wetter.com - Weather and Radar,WEATHER,4.2,189313,38M,"10,000,000+",Free,0,Everyone,"August 6, 2018"
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,6.1M,"500,000+",Free,0,Everyone,"August 2, 2018"
Wetter by t-online.de,WEATHER,4.2,24349,9.2M,"1,000,000+",Free,0,Everyone,"May 14, 2018"
Weather Live Pro,WEATHER,4.8,17493,11M,"100,000+",Paid,$4.49,Everyone,"April 20, 2018"
AEMET's time,WEATHER,3.8,15966,9.2M,"1,000,000+",Free,0,Everyone,"July 17, 2017"
New 2018 Weather App & Widget,WEATHER,4.5,2332,20M,"500,000+",Free,0,Teen,"August 3, 2018"
Météociel,WEATHER,4.5,29344,22M,"500,000+",Free,0,Everyone,"July 25, 2018"
ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,"July 29, 2017"
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0,Everyone,"July 25, 2018"
Video Downloader,VIDEO_PLAYERS,4.2,59089,5.4M,"10,000,000+",Free,0,Everyone,"August 3, 2018"
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,"1,000,000+",Free,0,Everyone,"July 25, 2018"
Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764,25M,"1,000,000+",Free,0,Teen,"July 11, 2018"
Motorola Gallery,VIDEO_PLAYERS,3.9,121916,23M,"100,000,000+",Free,0,Everyone,"January 25, 2016"
Free TV series,VIDEO_PLAYERS,3.7,400,7.2M,"100,000+",Free,0,Teen,"May 28, 2018"
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,3.3M,"500,000+",Free,0,Everyone,"July 26, 2018"
Vote for,VIDEO_PLAYERS,4.2,193381,17M,"50,000,000+",Free,0,Teen,"August 3, 2018"
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624,6.0M,"1,000,000+",Free,0,Everyone,"April 20, 2018"
OBJECTIVE,VIDEO_PLAYERS,3.8,19738,33M,"1,000,000+",Free,0,Teen,"August 7, 2018"
Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,3.1M,"10,000,000+",Free,0,Everyone,"August 3, 2018"
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,"1,000,000+",Free,0,Everyone,"March 27, 2018"
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,4.6,98819,27M,"5,000,000+",Free,0,Everyone,"August 6, 2018"
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
video player for android,VIDEO_PLAYERS,4.5,351168,13M,"10,000,000+",Free,0,Everyone,"October 18, 2016"
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,"10,000,000+",Free,0,Everyone,"December 3, 2015"
Samsung Video Library,VIDEO_PLAYERS,4.4,25922,6.1M,"50,000,000+",Free,0,Everyone,"May 9, 2018"
OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,64M,"1,000,000+",Free,0,Everyone,"July 12, 2018"
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47M,"50,000,000+",Free,0,Teen,"August 4, 2018"
Play Tube,VIDEO_PLAYERS,4.3,15874,5.4M,"1,000,000+",Free,0,Everyone,"July 5, 2018"
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,27M,"1,000,000+",Free,0,Everyone,"August 6, 2018"
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,50M,"10,000,000+",Free,0,Everyone,"July 24, 2018"
Video Status,VIDEO_PLAYERS,4.3,6685,4.0M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
Video Wallpaper Show,VIDEO_PLAYERS,,0,13M,500+,Free,0,Everyone,"July 26, 2018"
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44M,"1,000,000+",Free,0,Teen,"July 31, 2018"
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5M,"10,000+",Free,0,Everyone,"October 30, 2014"
amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215,23M,"100,000+",Free,0,Everyone 10+,"July 20, 2018"
Video Editor,VIDEO_PLAYERS,4.1,159622,23M,"5,000,000+",Free,0,Everyone,"July 17, 2018"
"Omlet Arcade - Stream, Meet, Play",VIDEO_PLAYERS,4.4,169965,14M,"10,000,000+",Free,0,Teen,"August 2, 2018"
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,89M,"1,000,000+",Free,0,Everyone,"August 5, 2018"
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,16M,"1,000,000+",Free,0,Everyone 10+,"August 1, 2018"
daily News,NEWS_AND_MAGAZINES,4.5,26411,26M,"1,000,000+",Free,0,Everyone,"March 26, 2018"
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,"1,000,000+",Free,0,Teen,"August 2, 2018"
Wireless news,NEWS_AND_MAGAZINES,3.5,6066,56M,"1,000,000+",Free,0,Everyone,"April 16, 2018"
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,"August 6, 2018"
BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,17M,"10,000,000+",Free,0,Teen,"August 1, 2018"
Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,9.1M,"1,000,000+",Free,0,Teen,"June 1, 2018"
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11M,"10,000,000+",Free,0,Teen,"July 13, 2018"
BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,15M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,"500,000+",Free,0,Everyone,"July 25, 2018"
Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,5.5M,"1,000,000+",Free,0,Everyone,"July 1, 2018"
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,6.7M,"10,000,000+",Free,0,Teen,"August 1, 2018"
BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,2.9M,"100,000+",Free,0,Everyone,"May 12, 2018"
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,"August 1, 2018"
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8.5M,"10,000,000+",Free,0,Teen,"July 31, 2018"
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25M,"10,000,000+",Free,0,Mature 17+,"August 6, 2018"
"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,12M,"10,000,000+",Free,0,Everyone,"July 12, 2018"
Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,6.3M,"500,000+",Free,0,Everyone,"July 25, 2018"
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0,Everyone,"July 19, 2018"
Sky News,NEWS_AND_MAGAZINES,4.0,30287,19M,"1,000,000+",Free,0,Everyone 10+,"August 3, 2018"
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31M,"1,000,000+",Free,0,Everyone 10+,"July 30, 2018"
"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9.0M,"5,000,000+",Free,0,Teen,"August 6, 2018"
Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,25M,"5,000,000+",Free,0,Teen,"July 24, 2018"
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6M,"50,000+",Free,0,Everyone,"August 5, 2018"
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0M,"1,000,000+",Free,0,Everyone,"August 6, 2018"
Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23M,"1,000,000+",Free,0,Everyone,"July 31, 2018"
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,"1,000,000+",Free,0,Everyone,"August 4, 2018"
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8.7M,"1,000,000+",Free,0,Everyone,"July 30, 2018"
Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12M,"1,000,000+",Free,0,Everyone,"March 16, 2018"
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10M,"5,000,000+",Free,0,Teen,"August 3, 2018"
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19M,"1,000,000+",Free,0,Teen,"July 25, 2018"
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6M,"500,000+",Free,0,Teen,"June 7, 2018"
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14M,"10,000+",Free,0,Everyone,"July 22, 2018"
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6M,"1,000,000+",Free,0,Everyone,"July 18, 2018"
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,"August 1, 2018"
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,"July 30, 2018"
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10M,"100,000+",Free,0,Everyone,"April 24, 2018"
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5M,"1,000,000+",Free,0,Mature 17+,"September 17, 2017"
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36M,"1,000,000+",Free,0,Everyone 10+,"August 2, 2018"
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,"1,000,000+",Free,0,Everyone 10+,"August 3, 2018"
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22M,"5,000,000+",Free,0,Teen,"July 25, 2018"
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23M,"10,000,000+",Free,0,Everyone 10+,"August 1, 2018"
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14M,"1,000,000+",Free,0,Teen,"August 6, 2018"
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25M,"1,000,000+",Free,0,Everyone 10+,"June 6, 2018"
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,"10,000,000+",Free,0,Everyone,"July 25, 2018"
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,"June 6, 2018"
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6M,"500,000+",Free,0,Mature 17+,"June 16, 2018"
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6M,"1,000,000+",Free,0,Everyone 10+,"May 25, 2017"
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,"August 6, 2018"
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12M,"1,000,000+",Free,0,Everyone 10+,"August 3, 2018"
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18M,"10,000,000+",Free,0,Teen,"July 28, 2018"
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1M,"10,000,000+",Free,0,Everyone,"August 3, 2018"
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0,Everyone 10+,"May 24, 2018"
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0,Everyone 10+,"June 29, 2018"
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8M,"1,000,000+",Free,0,Teen,"August 3, 2018"
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,"June 6, 2018"
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36M,"1,000,000+",Free,0,Everyone 10+,"August 2, 2018"
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,"August 6, 2018"
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12M,"10,000,000+",Free,0,Everyone,"July 24, 2018"
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23M,"10,000,000+",Free,0,Everyone 10+,"August 1, 2018"
Google News,NEWS_AND_MAGAZINES,3.9,877643,13M,"1,000,000,000+",Free,0,Teen,"August 1, 2018"
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,"July 30, 2018"
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22M,"10,000,000+",Free,0,Everyone,"July 26, 2018"
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43M,"1,000,000+",Free,0,Everyone,"June 26, 2018"
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33M,"50,000,000+",Free,0,Everyone,"July 26, 2018"
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32M,"500,000+",Free,0,Everyone,"July 25, 2018"
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0,Everyone,"July 24, 2018"
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7M,"10,000,000+",Free,0,Everyone,"August 9, 2016"
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4M,"100,000+",Free,0,Everyone,"May 26, 2018"
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48M,"5,000,000+",Free,0,Everyone,"August 7, 2018"
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,"1,000,000+",Free,0,Everyone,"November 6, 2017"
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60M,"1,000,000+",Free,0,Everyone,"May 4, 2018"
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2M,"100,000+",Free,0,Everyone,"June 26, 2018"
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,"5,000,000+",Free,0,Everyone,"July 28, 2018"
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49M,"1,000,000+",Free,0,Everyone,"July 26, 2018"
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6M,"1,000,000+",Free,0,Everyone,"July 17, 2018"
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48M,"5,000,000+",Free,0,Everyone,"August 1, 2018"
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,"1,000,000+",Free,0,Everyone,"July 31, 2018"
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18M,"5,000,000+",Free,0,Everyone,"July 9, 2018"
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2M,"1,000,000+",Free,0,Everyone,"July 26, 2018"
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11M,"5,000,000+",Free,0,Everyone,"July 6, 2018"
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0,Everyone,"April 26, 2018"
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24M,"1,000,000+",Free,0,Everyone,"February 19, 2018"
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26M,"10,000,000+",Free,0,Everyone,"July 17, 2018"
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14M,"100,000+",Free,0,Everyone,"November 2, 2017"
hum app,MAPS_AND_NAVIGATION,4.4,10218,78M,"1,000,000+",Free,0,Everyone,"July 31, 2018"
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0M,"1,000,000+",Free,0,Everyone,"May 24, 2018"
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2M,"1,000,000+",Free,0,Everyone,"April 9, 2018"
Flashlight,TOOLS,4.5,162335,4.9M,"10,000,000+",Free,0,Everyone,"July 6, 2018"
aa,FAMILY,4.2,886418,6.5M,"50,000,000+",Free,0,Everyone,"June 30, 2018"
A Call From Santa Claus!,FAMILY,3.9,3720,11M,"1,000,000+",Free,0,Everyone,"December 4, 2016"
Rope Hero Return of a Legend,GAME,4.3,9951,96M,"1,000,000+",Free,0,Mature 17+,"August 26, 2016"
A Word A Day,FAMILY,3.7,2398,2.9M,"500,000+",Free,0,Everyone,"January 5, 2017"
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24M,"10,000,000+",Free,0,Everyone,"June 14, 2018"
Akinator,FAMILY,4.3,1805398,55M,"50,000,000+",Free,0,Teen,"June 11, 2018"
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,"5,000,000+",Free,0,Teen,"April 22, 2018"
Pou,FAMILY,4.3,10483141,24M,"500,000,000+",Free,0,Everyone,"May 25, 2018"
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0,Everyone,"July 23, 2018"
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,"1,000,000+",Free,0,Everyone,"July 27, 2018"
A+ Mobile,FINANCE,3.9,730,6.3M,"10,000+",Free,0,Everyone,"June 26, 2018"
Angry Birds Classic,GAME,4.4,5565856,97M,"100,000,000+",Free,0,Everyone,"May 24, 2018"
Build a Bridge!,FAMILY,4.6,263454,74M,"10,000,000+",Free,0,Everyone,"August 2, 2018"
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,"500,000+",Free,0,Everyone,"June 16, 2017"
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14M,"10,000+",Free,0,Everyone,"July 11, 2018"
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,"10,000+",Free,0,Everyone,"April 19, 2018"
Create A Superhero HD,FAMILY,3.3,8642,19M,"500,000+",Free,0,Teen,"December 30, 2017"
Bubble Shooter,GAME,4.5,43576,50M,"5,000,000+",Free,0,Everyone,"September 13, 2017"
Subway Surfers,GAME,4.5,27711703,76M,"1,000,000,000+",Free,0,Everyone 10+,"July 12, 2018"
Super Mario Run,GAME,3.7,1221896,70M,"100,000,000+",Free,0,Everyone,"July 12, 2018"
STARDOM: THE A-LIST,GAME,4.5,152658,29M,"1,000,000+",Free,0,Teen,"September 12, 2014"
LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16M,"500,000+",Free,0,Teen,"September 20, 2017"
Photo Warp,FAMILY,3.7,353342,13M,"50,000,000+",Free,0,Everyone,"November 24, 2017"
LEGO® Juniors Create & Cruise,FAMILY,4.1,672089,73M,"50,000,000+",Free,0,Everyone,"January 19, 2018"
CompTIA Exam Training,FAMILY,4.8,3053,17M,"50,000+",Free,0,Everyone,"July 3, 2018"
Pokémon GO,GAME,4.1,10421284,85M,"100,000,000+",Free,0,Everyone,"July 23, 2018"
My Talking Angela,FAMILY,4.5,9876369,99M,"100,000,000+",Free,0,Everyone,"July 3, 2018"
Asphalt 8: Airborne,GAME,4.5,8389714,92M,"100,000,000+",Free,0,Teen,"July 4, 2018"
PAC-MAN,GAME,4.2,685450,37M,"100,000,000+",Free,0,Everyone,"May 15, 2018"
Basketball Stars,SPORTS,4.4,867920,45M,"10,000,000+",Free,0,Everyone,"July 14, 2018"
Lep's World 2 🍀🍀,GAME,4.3,798522,57M,"100,000,000+",Free,0,Everyone 10+,"June 7, 2018"
Wolfify - Be a Werewolf,FAMILY,3.8,6760,26M,"500,000+",Free,0,Everyone,"June 11, 2015"
